Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
16019;91,7;49,1;13,0;1,009;73,17;11,75;911;0,0;0,51;0,00;0,14;-5,00;0,62;0,90;0,00;0;14,79
16100;91,7;49,1;13,3;1,095;79,44;12,75;909;0,0;0,49;0,00;0,14;-5,00;0,61;1,03;0,00;0;14,79
16178;91,7;49,1;13,7;1,015;73,50;11,75;907;0,0;0,48;0,00;0,14;-5,00;0,59;1,54;0,00;0;14,91
16257;91,7;49,1;12,6;0,929;66,72;10,75;916;0,0;0,47;0,00;0,14;-4,19;0,59;3,08;0,00;0;14,86
16339;91,7;49,1;13,3;1,020;73,25;11,75;910;0,0;0,46;0,00;0,14;-4,05;0,62;4,18;0,00;0;14,98
16418;91,7;49,1;15,9;0,961;68,76;10,75;888;0,0;0,74;0,00;0,14;-3,90;0,59;4,39;0,00;0;14,96
16499;91,7;49,1;14,4;1,041;74,27;11,75;897;0,0;0,75;0,00;0,14;-3,75;0,61;3,10;0,00;0;14,94
16578;91,7;49,1;15,2;1,132;81,05;12,75;891;0,0;0,76;0,00;0,14;-4,03;0,61;1,29;0,00;0;14,80
16657;91,7;49,1;13,7;0,945;67,82;10,75;900;0,0;0,76;0,00;0,14;-4,18;0,59;0,92;0,00;0;14,74
16739;91,7;49,1;12,6;1,009;73,00;11,75;913;0,0;0,45;0,00;0,14;-4,32;0,61;0,84;0,00;0;14,67
16819;91,7;49,1;16,7;0,886;62,99;9,75;882;0,0;0,73;0,00;0,14;-4,47;0,57;0,84;0,00;0;14,64
16899;91,7;49,1;16,7;1,137;81,81;12,75;882;0,0;0,75;0,00;0,14;-4,62;0,62;0,84;0,00;0;14,69
16978;91,7;49,1;15,6;1,132;80,12;11,75;832;0,0;1,36;0,00;0,14;-4,76;0,62;0,88;0,00;0;14,71
17058;91,7;49,1;16,3;1,100;78,68;11,75;847;0,0;1,09;0,00;0,14;-4,91;0,59;0,86;0,00;0;14,74
17139;91,7;49,1;16,7;1,068;77,23;11,75;863;0,0;0,81;0,00;0,14;-5,00;0,59;0,84;0,00;0;14,70
17219;91,7;49,1;16,7;1,143;82,32;12,75;877;0,0;0,82;0,00;0,14;-5,00;0,62;0,94;0,00;0;14,79
17298;91,7;49,1;14,4;1,031;74,44;11,75;895;0,0;0,83;0,00;0,14;-5,00;0,59;1,13;0,00;0;14,80
17378;91,7;49,1;13,3;1,111;79,86;12,75;904;0,0;0,53;0,00;0,14;-4,19;0,61;4,20;0,00;0;14,98
17458;91,7;49,1;13,0;0,934;67,15;10,75;910;0,0;0,52;0,00;0,14;-4,05;0,59;4,57;0,00;0;14,98
17539;91,7;49,1;11,5;0,929;66,30;10,75;921;0,0;0,49;0,00;0,14;-3,90;0,59;4,65;0,00;0;15,10
17618;91,7;49,1;12,2;0,940;66,89;10,75;913;0,0;0,47;0,00;0,14;-3,75;0,57;3,05;0,00;0;15,10
17698;91,7;49,1;13,0;0,945;67,74;10,75;902;0,0;0,47;0,00;0,14;-4,03;0,59;1,33;0,00;0;14,76
17779;91,7;49,1;16,3;1,052;75,62;11,75;881;0,0;0,77;0,00;0,14;-4,18;0,62;1,00;0,00;0;14,76
17859;91,7;49,1;16,3;1,057;75,88;11,75;878;0,0;0,78;0,00;0,14;-4,32;0,59;0,90;0,00;0;14,67
17939;91,7;49,1;14,1;1,036;74,35;11,75;896;0,0;0,80;0,00;0,14;-4,47;0,61;0,84;0,00;0;14,67
18018;91,7;49,1;13,7;0,951;68,08;10,75;897;0,0;0,80;0,00;0,14;-4,62;0,59;0,82;0,00;0;14,67
18099;91,7;49,1;12,6;0,934;67,23;10,75;908;0,0;0,50;0,00;0,14;-4,76;0,59;0,84;0,00;0;14,67
18179;91,7;49,1;14,4;0,951;68,33;10,75;894;0,0;0,78;0,00;0,14;-4,91;0,57;0,92;0,00;0;14,76
18259;91,7;49,1;15,2;1,036;74,86;11,75;890;0,0;0,80;0,00;0,14;-5,00;0,61;1,03;0,00;0;14,76
18339;91,7;49,1;16,3;1,137;82,15;12,75;879;0,0;0,81;0,00;0,14;-5,00;0,64;1,09;0,00;0;14,83
18418;91,7;49,1;15,2;1,036;74,86;11,75;890;0,0;0,82;0,00;0,14;-5,00;0,61;1,13;0,00;0;14,83
18497;91,7;49,1;12,6;1,009;73,42;11,75;908;0,0;0,52;0,00;0,14;-5,00;0,62;1,29;0,00;0;14,80
18578;91,7;49,1;13,0;0,934;67,65;10,75;903;0,0;0,51;0,00;0,14;-5,00;0,61;2,03;0,00;0;14,80
18659;91,7;49,1;12,2;1,020;73,50;11,75;907;0,0;0,50;0,00;0,14;-4,16;0,59;4,12;0,00;0;14,99
18738;91,7;49,1;15,2;0,886;62,57;9,75;888;0,0;0,80;0,00;0,14;-4,01;0,57;4,63;0,00;0;14,99
18817;92,4;49,1;15,6;0,967;69,10;10,75;884;0,0;0,80;0,00;0,14;-3,86;0,57;4,70;0,00;0;15,02
18898;92,4;49,1;15,2;0,967;66,47;9,75;835;0,0;1,42;0,00;0,14;-3,72;0,55;4,70;0,00;0;15,02
18979;92,4;49,1;14,8;1,159;80,54;11,75;827;0,0;1,75;0,00;0,14;-3,57;0,62;3,55;0,00;0;14,91
19058;92,4;49,1;14,8;1,148;80,20;11,75;831;0,0;1,79;0,00;0,14;-3,42;0,61;2,19;0,00;0;14,91
19138;92,4;49,1;15,2;1,223;85,88;12,75;841;0,0;1,52;0,00;0,14;-2,97;0,61;2,64;0,00;0;14,91
19218;92,4;49,1;15,9;1,079;76,13;11,75;875;0,0;0,95;0,00;0,14;-2,82;0,62;4,59;0,00;0;14,91
19298;92,4;49,1;14,4;1,052;74,61;11,75;893;0,0;0,95;0,00;0,14;-2,67;0,62;4,72;0,00;0;15,42
19379;92,4;49,1;11,5;1,111;78,93;12,75;915;0,0;0,65;0,00;0,14;-2,53;0,61;4,76;0,00;0;15,42
19459;92,4;49,1;11,5;1,116;78,85;12,75;916;0,0;0,64;0,00;0,14;-2,38;0,62;4,78;0,00;0;15,57
19538;92,4;49,1;12,2;0,956;66,98;10,75;912;0,0;0,62;0,00;0,14;-2,23;0,61;4,78;0,00;0;15,52
19618;92,4;49,1;10,7;1,025;72,06;11,75;925;0,0;0,60;0,00;0,14;-2,09;0,61;4,80;0,00;0;15,36
19698;92,4;49,1;10,7;0,945;66,38;10,75;920;0,0;0,58;0,00;0,14;-1,94;0,59;4,80;0,00;0;15,10
19778;92,4;49,1;10,7;1,031;72,40;11,75;920;0,0;0,55;0,00;0,14;-1,79;0,61;4,76;0,00;0;14,91
19857;92,4;49,1;13,7;1,153;80,46;12,75;897;0,0;0,84;0,00;0,14;-1,65;0,62;2,71;0,00;0;14,76
19939;92,4;49,1;11,8;1,047;73,59;11,75;906;0,0;0,55;0,00;0,14;-2,00;0,62;1,25;0,00;0;14,69
20019;92,4;49,1;11,5;0,956;66,89;10,75;913;0,0;0,53;0,00;0,14;-2,15;0,61;0,92;0,00;0;14,57
20098;92,4;49,1;11,5;1,031;73,00;11,75;913;0,0;0,51;0,00;0,14;-2,29;0,61;0,84;0,00;0;14,54
20178;92,4;49,1;12,2;1,041;73,84;11,75;902;0,0;0,51;0,00;0,14;-2,44;0,61;0,82;0,00;0;14,55
20258;92,4;49,1;13,0;1,052;74,27;11,75;897;0,0;0,80;0,00;0,14;-2,59;0,61;0,80;0,00;0;14,58
20337;92,4;49,1;12,2;1,036;73,84;11,75;902;0,0;0,80;0,00;0,14;-2,73;0,62;0,76;0,00;0;14,54
20417;92,4;49,1;13,3;1,137;80,63;12,75;895;0,0;0,81;0,00;0,14;-2,88;0,61;0,72;0,00;0;14,58
20499;92,4;49,1;13,3;1,052;74,44;11,75;895;0,0;0,81;0,00;0,14;-3,03;0,62;0,68;0,00;0;14,41
20579;92,4;49,1;13,3;1,047;74,35;11,75;896;0,0;0,52;0,00;0,14;-3,17;0,61;0,66;0,00;0;14,35
20658;92,4;49,1;12,2;0,956;67,82;10,75;901;0,0;0,81;0,00;0,14;-3,32;0,59;0,64;0,00;0;14,30
20740;92,4;49,1;13,0;1,047;74,52;11,75;894;0,0;0,82;0,00;0,14;-3,47;0,61;0,64;0,00;0;14,24
20817;92,4;49,1;13,0;1,041;74,35;11,75;896;0,0;0,82;0,00;0,14;-3,61;0,62;0,62;0,00;0;14,23
20897;92,4;49,1;12,2;1,036;74,10;11,75;899;0,0;0,83;0,00;0,14;-3,76;0,61;0,62;0,00;0;14,23
20979;92,4;49,1;12,2;1,121;80,29;12,75;899;0,0;0,53;0,00;0,14;-3,90;0,62;0,62;0,00;0;14,23
21058;92,4;49,1;11,5;1,105;79,61;12,75;907;0,0;0,53;0,00;0,14;-4,05;0,64;0,62;0,00;0;14,23
21138;92,4;49,1;11,5;1,015;73,42;11,75;908;0,0;0,52;0,00;0,14;-4,20;0,59;0,64;0,00;0;14,24
21218;92,4;49,1;11,1;1,009;73,00;11,75;913;0,0;0,50;0,00;0,14;-4,34;0,61;0,64;0,00;0;14,24
21298;92,4;49,1;11,5;1,095;79,18;12,75;912;0,0;0,49;0,00;0,14;-4,49;0,64;0,66;0,00;0;14,44
21379;92,4;49,1;11,8;1,015;73,59;11,75;906;0,0;0,47;0,00;0,14;-4,64;0,61;0,66;0,00;0;14,44
21458;92,4;49,1;11,1;1,009;73,08;11,75;912;0,0;0,46;0,00;0,14;-4,78;0,59;0,66;0,00;0;14,49
21537;92,4;49,1;11,5;0,934;67,57;10,75;904;0,0;0,45;0,00;0,14;-4,93;0,61;0,64;0,00;0;14,49
21619;92,4;49,1;13,0;1,121;80,88;12,75;893;0,0;0,74;0,00;0,14;-5,00;0,62;0,62;0,00;0;14,26
21699;92,4;49,1;14,8;1,143;82,32;12,75;877;0,0;0,76;0,00;0,14;-5,00;0,62;0,62;0,00;0;14,26
21778;92,4;49,1;13,3;1,127;81,22;12,75;889;0,0;0,77;0,00;0,14;-5,00;0,62;0,62;0,00;0;14,21
21857;92,4;49,1;12,6;1,031;74,35;11,75;896;0,0;0,77;0,00;0,14;-5,00;0,59;0,61;0,00;0;14,21
21939;92,4;49,1;11,5;0,934;67,74;10,75;902;0,0;0,47;0,00;0,14;-5,00;0,59;0,61;0,00;0;14,17
22019;92,4;49,1;11,5;1,100;79,78;12,75;905;0,0;0,47;0,00;0,14;-5,00;0,61;0,62;0,00;0;14,17
22099;92,4;49,1;13,7;1,036;74,86;11,75;890;0,0;0,76;0,00;0,14;-5,00;0,59;0,62;0,00;0;14,30
22179;92,4;49,1;11,8;1,105;80,12;12,75;901;1,6;0,76;0,00;0,14;-5,00;0,68;0,62;0,00;0;14,30
22259;92,4;49,1;4,0;1,271;92,07;14,75;905;3,5;0,17;0,00;0,14;-5,00;0,76;0,62;0,00;0;14,29
22339;92,4;49,1;4,4;2,440;159,64;24,75;870;7,5;0,17;0,00;0,14;-5,00;1,02;0,62;0,00;0;14,29
22419;92,4;49,1;3,3;6,349;351,50;56,75;901;14,9;0,17;0,00;0,14;-5,00;1,50;0,62;0,00;0;14,29
22499;92,4;49,1;-0,1;8,037;474,17;87,75;1031;26,7;0,17;0,00;0,14;-4,98;1,56;0,62;0,00;0;14,29
22578;92,4;49,1;11,1;3,759;248,57;56,75;1274;33,7;0,17;0,00;0,14;-4,95;1,37;0,57;0,00;0;12,47
22658;92,4;49,1;12,2;3,268;222,97;67,75;1694;33,7;0,17;0,00;0,14;-4,91;1,50;0,51;0,00;0;12,47
22739;92,4;49,1;13,7;3,151;216,78;82,75;2127;26,7;0,17;0,00;0,14;-4,87;1,54;0,51;0,00;0;13,19
22820;92,4;49,1;15,6;0,545;45,53;19,75;2438;0,4;0,17;0,00;0,14;-5,00;0,76;0,76;-0,75;0;13,19
22905;92,4;49,1;14,1;0,513;39,93;16,75;2364;0,4;0,17;0,00;0,14;-4,16;0,82;4,39;0,00;0;17,01
22989;92,4;49,1;14,8;0,667;51,46;20,75;2267;0,4;0,17;0,00;0,14;-3,98;0,84;4,67;0,00;0;17,01
23072;92,4;49,1;13,0;0,705;53,67;20,75;2173;0,4;4,46;0,00;0,14;-3,89;0,82;4,72;0,00;0;20,33
23148;92,4;49,1;13,0;0,758;57,82;21,75;2114;0,0;4,17;0,00;0,14;-3,84;0,86;4,76;0,00;0;20,33
23228;92,4;49,1;11,5;0,667;50,53;18,75;2086;0,0;3,88;0,00;0,14;-3,78;0,76;4,78;0,00;0;20,33
23310;92,4;49,1;10,7;1,271;97,92;34,75;1985;9,0;3,07;0,00;0,14;-3,73;1,15;4,80;0,00;0;20,33
23388;92,4;49,1;10,0;10,493;527,25;185,75;1960;33,3;2,16;0,00;0,14;-3,14;2,17;4,80;0,00;0;19,80
23468;92,4;49,1;9,2;4,454;285,79;106,75;2080;47,1;1,86;0,00;0,14;-2,37;1,68;4,80;0,00;0;19,80
23549;92,4;49,1;8,5;3,829;256,97;116,75;2529;47,5;1,57;0,00;0,14;-1,61;1,82;0,62;-0,75;0;15,49
23629;92,4;49,1;10,3;0,774;82,75;42,75;2886;3,1;1,42;0,00;0,14;-0,84;1,11;0,61;-0,75;0;11,42
23708;92,4;48,4;12,6;0,481;44,76;22,75;2852;3,5;1,13;0,00;0,14;-0,70;0,92;0,78;0,00;0;13,77
23790;92,4;48,4;4,4;5,906;358,28;175,75;2729;28,2;0,84;0,00;0,14;2,56;2,13;4,49;0,00;0;15,45
23867;92,4;48,4;5,9;4,993;286,39;154,75;3007;46,3;0,54;0,00;0,14;1,43;1,99;4,68;-0,75;0;20,33
23948;92,4;48,4;8,5;4,101;254,34;155,75;3407;47,8;0,25;0,00;0,14;0,29;2,05;0,62;0,00;0;13,42
24029;92,4;48,4;11,5;1,084;96,56;65,75;3796;4,3;0,17;0,00;0,14;0,00;1,37;0,59;0,00;0;12,29
24108;92,4;48,4;14,4;0,694;59,18;40,75;3849;3,9;0,17;0,00;0,14;0,00;1,15;0,62;0,00;0;13,54
24189;92,4;47,6;5,1;6,809;385,83;269,75;3888;32,9;0,17;0,00;0,14;0,97;2,50;4,35;0,00;0;14,57
24271;92,4;47,6;8,5;4,373;267,48;204,75;4257;54,9;0,17;0,00;0,14;0,31;2,26;0,66;0,00;0;15,64
24348;92,4;47,6;10,3;4,993;299,78;256,75;4762;47,5;0,17;0,00;0,14;0,00;2,50;0,57;0,00;0;11,54
24428;92,4;47,6;9,2;5,447;327,93;309,75;5252;42,7;0,17;0,00;0,14;0,00;2,64;0,55;0,00;0;12,55
24509;92,4;47,6;7,0;6,584;392,62;402,75;5702;65,5;0,17;0,00;0,14;0,00;2,85;0,55;0,00;0;12,51
24590;92,4;47,6;7,0;6,696;396,60;439,75;6163;74,9;0,17;0,00;0,14;0,00;3,05;0,53;0,00;0;12,08
24669;92,4;46,1;-8,3;7,166;425,00;496,75;6497;74,9;0,17;0,00;0,14;0,00;3,12;0,51;0,00;0;11,48
24747;92,4;46,1;-23,2;8,523;511,39;605,75;6583;74,9;0,17;0,00;0,14;0,00;3,26;0,51;-0,75;0;11,29
24827;92,4;46,1;-18,0;6,440;378,46;442,75;6503;15,7;0,17;0,00;0,14;0,00;2,83;0,51;-0,75;0;11,14
24907;92,4;46,1;-11,3;0,603;40,02;45,75;6376;0,0;0,17;0,00;0,14;0,00;1,21;0,53;0,00;0;10,70
24987;92,4;46,1;-3,1;0,940;68,59;75,75;6153;0,0;0,17;0,00;0,14;0,00;1,50;0,57;0,00;0;10,70
25068;92,4;46,1;-12,8;0,518;34,59;36,75;5941;0,0;0,17;0,00;0,14;0,00;1,07;1,64;0,00;0;13,74
25150;92,4;44,6;-1,6;0,977;72,74;74,75;5728;0,0;0,17;0,00;0,14;0,00;1,52;4,61;0,00;0;13,74
25229;92,4;44,6;-8,3;0,662;48,07;47,75;5542;0,0;0,17;0,00;0,14;0,00;1,27;4,74;0,00;0;20,33
25308;92,4;44,6;-0,5;0,993;74,86;71,75;5343;0,0;0,17;0,00;0,14;0,00;1,44;4,76;0,00;0;20,33
25389;92,4;44,6;-2,3;0,892;66,72;61,75;5159;0,0;0,17;0,00;0,14;0,00;1,42;4,80;0,00;0;20,33
25469;92,4;44,6;1,0;1,031;76,90;68,75;4983;0,0;0,17;0,00;0,14;0,00;1,41;4,82;0,00;0;20,33
25549;92,4;44,6;-2,3;0,860;62,48;53,75;4796;0,0;0,17;0,00;0,14;0,00;1,35;4,82;0,00;0;20,33
25628;92,4;44,6;-3,1;0,817;58,67;48,75;4637;0,0;0,17;0,00;0,14;0,00;1,25;4,84;0,00;0;20,33
25708;92,4;43,9;-1,2;0,860;62,06;49,75;4471;0,0;0,17;0,00;0,14;0,00;1,25;4,84;0,00;0;20,33
25787;92,4;43,9;2,9;1,036;76,05;58,75;4308;0,0;0,17;0,00;0,14;0,00;1,31;4,84;0,00;0;20,33
25867;92,4;43,9;0,3;0,924;66,81;49,75;4154;0,0;0,17;0,00;0,14;0,00;1,27;4,84;0,00;0;20,33
25947;92,4;43,9;0,6;0,924;66,64;47,75;4000;0,0;0,17;0,00;0,14;0,00;1,27;4,86;0,00;0;20,33
26028;92,4;43,9;-1,6;0,833;59,09;40,75;3855;0,0;0,17;0,00;0,14;0,00;1,19;4,86;0,00;0;20,33
26108;92,4;43,9;-2,0;0,822;58,33;38,75;3710;0,0;0,17;0,00;0,14;0,00;1,07;4,86;0,00;0;20,33
26190;92,4;43,9;0,3;0,913;65,45;41,75;3565;0,0;0,17;0,00;0,14;0,00;1,21;4,86;0,00;0;20,33
26270;92,4;43,9;-2,0;0,844;60,02;36,75;3422;0,0;0,17;0,00;0,14;0,00;1,09;4,86;0,00;0;20,33
26348;92,4;43,9;-2,0;0,876;62,40;36,75;3293;0,0;0,17;0,00;0,14;0,00;1,13;4,86;0,00;0;20,33
26428;92,4;43,9;-4,2;0,801;56,29;31,75;3157;0,0;0,17;0,00;0,14;0,00;1,03;4,86;0,00;0;20,33
26508;92,4;43,9;-6,4;0,737;51,38;27,75;3028;0,0;0,17;0,00;0,14;0,00;1,00;4,86;0,00;0;20,33
26588;92,4;43,9;-11,3;0,571;38,32;19,75;2895;0,0;0,17;0,00;0,14;0,00;0,86;4,86;0,00;0;20,33
26668;92,4;44,6;-10,5;0,646;44,09;21,75;2770;0,0;0,17;0,00;0,14;0,00;0,86;4,86;0,00;0;20,33
26746;92,4;44,6;-8,7;0,732;50,53;23,75;2638;0,0;0,17;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
26827;92,4;44,6;-9,4;0,673;46,29;20,75;2520;0,0;0,17;0,00;0,14;0,00;0,88;4,86;0,00;0;20,33
26907;92,4;44,6;-8,7;0,710;48,75;20,75;2390;0,0;0,17;0,00;0,14;0,00;0,82;4,86;0,00;0;20,33
26987;92,4;44,6;-7,9;0,716;48,83;19,75;2272;0,0;0,17;0,00;0,14;0,00;0,80;4,86;0,00;0;20,33
27067;92,4;44,6;24,5;1,164;43,92;16,75;2149;0,0;4,83;0,00;0,14;0,00;0,74;4,86;0,00;0;20,33
27149;92,4;44,6;22,7;1,175;55,28;20,75;2109;0,0;4,65;0,00;0,14;0,11;0,82;4,86;0,00;0;20,33
27228;92,4;44,6;21,2;0,983;45,78;16,75;2060;0,0;4,35;0,00;0,14;0,33;0,74;4,86;0,00;0;20,33
27307;92,4;44,6;19,7;0,865;47,56;16,75;1983;0,0;4,13;0,00;0,14;0,55;0,74;4,86;0,00;0;20,33
27388;92,4;44,6;17,8;0,785;46,37;15,75;1915;0,0;3,84;0,00;0,14;0,77;0,72;4,86;0,00;0;20,33
27468;92,4;44,6;16,7;0,785;51,38;16,75;1836;0,0;3,66;0,00;0,14;0,99;0,76;4,86;0,00;0;20,33
27548;92,4;44,6;15,2;0,716;47,82;14,75;1741;0,0;4,83;0,00;0,14;1,21;0,66;4,86;0,00;0;16,21
27628;92,4;44,6;13,7;0,769;51,12;14,75;1629;0,0;4,83;0,00;0,14;1,43;0,70;4,67;0,00;0;14,95
27709;92,4;44,6;24,1;0,854;58,33;15,75;1523;0,0;4,83;0,00;0,14;0,25;0,74;1,09;0,00;0;14,14
27788;92,4;44,6;23,0;0,897;61,72;15,75;1439;0,0;4,61;0,00;0,14;0,04;0,74;2,42;0,00;0;14,11
27868;92,4;44,6;21,9;0,801;52,99;12,75;1363;0,0;4,32;0,00;0,14;2,59;0,66;4,72;0,00;0;15,88
27947;92,4;44,6;20,8;0,961;64,09;14,75;1300;0,0;4,24;0,00;0,14;2,81;0,70;4,78;0,00;0;17,01
28027;92,4;44,6;19,7;0,833;54,85;11,75;1215;0,0;4,72;0,00;0,14;3,03;0,64;4,80;0,00;0;18,33
28108;92,4;44,6;18,9;1,073;71,81;14,75;1160;0,0;4,43;0,00;0,14;3,22;0,66;4,82;0,00;0;18,74
28189;92,4;44,6;17,8;1,116;74,35;14,75;1120;0,0;4,13;0,00;0,14;3,40;0,66;4,82;0,00;0;18,38
28269;93,2;44,6;17,1;0,993;65,87;12,75;1096;0,0;3,84;0,00;0,14;3,58;0,64;4,84;0,00;0;18,38
28348;93,2;44,6;16,3;1,079;71,81;13,75;1082;0,0;3,55;0,00;0,14;3,77;0,70;4,84;0,00;0;17,89
28428;93,2;44,6;15,2;1,111;73,67;13,75;1055;0,0;3,25;0,00;0,14;3,95;0,61;4,84;0,00;0;17,89
28509;93,2;44,6;14,4;1,047;69,43;12,75;1039;0,0;2,96;0,00;0,14;4,10;0,62;4,84;0,00;0;17,48
28589;93,2;44,6;14,8;1,084;71,72;12,75;1006;0,0;2,67;0,00;0,14;4,24;0,66;4,84;0,00;0;17,48
28669;93,2;44,6;15,9;0,951;62,48;10,75;978;0,0;2,38;0,00;0,14;4,39;0,55;4,84;0,00;0;15,80
28748;93,2;44,6;16,3;1,047;69,01;11,75;966;0,0;2,10;0,00;0,14;4,54;0,62;4,84;0,00;0;15,80
28827;93,2;44,6;15,9;1,234;79,35;12,75;910;0,0;2,11;0,00;0,14;4,68;0,66;4,84;0,00;0;14,92
28908;93,2;44,6;15,2;1,207;75,54;11,75;882;0,0;3,33;0,00;0,14;4,80;0,62;4,84;0,00;0;14,92
28989;93,2;44,6;15,2;1,196;75,12;11,75;887;0,0;2,89;0,00;0,14;4,91;0,64;4,84;0,00;0;14,88
29068;93,2;44,6;15,2;1,292;81,22;12,75;889;0,0;2,93;0,00;0,14;5,02;0,61;4,84;0,00;0;14,88
29148;93,2;45,4;15,6;1,175;74,44;11,75;895;0,0;2,67;0,00;0,14;5,13;0,66;4,84;0,00;0;14,95
29228;93,2;45,4;14,8;1,234;80,63;12,75;895;0,0;1,23;0,00;0,14;5,26;0,64;4,84;0,00;0;14,95
29307;93,2;45,4;13,7;1,223;80,03;12,75;902;0,0;1,24;0,00;0,14;5,39;0,62;4,84;0,00;0;14,82
29387;93,2;45,4;13,0;1,212;79,01;12,75;914;0,0;1,22;0,00;0,14;5,53;0,59;4,51;0,00;0;14,82
29468;93,2;45,4;12,6;1,015;66,55;10,75;918;0,0;1,20;0,00;0,14;4,66;0,59;1,11;0,00;0;14,14
29548;93,2;45,4;13,0;1,105;72,74;11,75;916;0,0;1,18;0,00;0,14;4,51;0,61;0,74;0,00;0;14,14
29628;93,2;45,4;13,3;1,202;79,35;12,75;910;0,0;1,17;0,00;0,14;4,37;0,64;0,64;0,00;0;13,57
29711;93,2;45,4;13,3;1,020;67,48;10,75;905;0,0;1,15;0,00;0,14;4,22;0,59;0,61;0,00;0;13,57
29789;93,2;45,4;13,0;1,111;73,59;11,75;905;0,0;1,15;0,00;0,14;4,07;0,61;0,59;0,00;0;13,35
29868;93,2;45,4;15,9;1,047;68,93;10,75;886;0,0;1,45;0,00;0,14;3,93;0,57;0,57;0,00;0;13,35
29947;93,2;45,4;15,2;1,223;81,05;12,75;891;0,0;1,46;0,00;0,14;3,78;0,61;0,57;0,00;0;13,33
30027;93,2;45,4;15,6;1,228;81,22;12,75;889;0,0;1,47;0,00;0,14;3,63;0,64;0,57;0,00;0;13,33
30107;93,2;45,4;14,4;1,031;68,25;10,75;895;0,0;1,48;0,00;0,14;3,49;0,61;0,57;0,00;0;13,49
30188;93,2;45,4;13,0;1,100;73,67;11,75;904;0,0;1,18;0,00;0,14;3,34;0,59;0,57;0,00;0;13,49
30269;93,2;45,4;14,8;1,116;74,61;11,75;893;0,0;1,47;0,00;0,14;3,19;0,62;0,57;0,00;0;13,58
30347;93,2;45,4;14,4;1,116;74,52;11,75;894;0,0;1,48;0,00;0,14;3,05;0,64;0,57;0,00;0;13,66
30427;93,2;45,4;15,6;1,127;75,12;11,75;887;0,0;1,49;0,00;0,14;2,90;0,62;0,57;0,00;0;13,79
30508;93,2;45,4;14,1;1,207;80,46;12,75;897;0,0;1,49;0,00;0,14;2,75;0,62;0,57;0,00;0;13,88
30588;93,2;45,4;13,3;1,015;67,74;10,75;902;0,0;1,20;0,00;0,14;2,61;0,57;0,57;0,00;0;13,89
30669;93,2;45,4;13,0;1,095;73,76;11,75;903;0,0;1,19;0,00;0,14;2,46;0,59;0,57;0,00;0;13,89
30747;93,2;45,4;13,3;1,100;74,10;11,75;899;0,0;1,48;0,00;0,14;2,31;0,61;0,57;0,00;0;13,83
30828;93,2;45,4;14,1;1,105;74,52;11,75;894;0,0;1,48;0,00;0,14;2,17;0,62;0,57;0,00;0;13,89
30907;93,2;45,4;15,2;1,116;75,03;11,75;888;0,0;1,50;0,00;0,14;2,02;0,61;0,57;0,00;0;13,83
30988;93,2;45,4;15,6;1,025;69,10;10,75;884;0,0;1,51;0,00;0,14;1,88;0,57;0,57;0,00;0;13,73
31067;93,2;45,4;14,8;1,020;68,59;10,75;890;0,0;1,52;0,00;0,14;1,73;0,59;0,57;0,00;0;13,72
31148;93,2;46,1;15,9;1,116;75,54;11,75;882;0,0;1,53;0,00;0,14;1,58;0,61;0,57;0,00;0;13,70
31227;93,2;46,1;16,3;1,036;69,60;10,75;878;0,0;1,55;0,00;0,14;1,44;0,57;0,57;0,00;0;13,67
31308;93,2;46,1;15,9;1,111;75,45;11,75;883;0,0;1,56;0,00;0,14;1,29;0,59;0,57;0,00;0;13,76
31388;93,2;46,1;16,3;1,031;69,69;10,75;877;0,0;1,57;0,00;0,14;1,14;0,59;0,57;0,00;0;13,86
31468;93,2;46,1;15,9;1,025;69,27;10,75;882;0,0;1,59;0,00;0,14;1,00;0,59;0,59;0,00;0;13,99
31546;93,2;46,1;16,3;1,020;69,43;10,75;880;0,0;1,60;0,00;0,14;0,85;0,55;0,59;0,00;0;13,99
31628;93,2;46,1;16,3;0,940;63,50;9,75;874;0,0;1,62;0,00;0,14;0,70;0,55;0,62;0,00;0;14,30
31707;93,2;46,1;16,3;1,228;83,68;12,75;863;0,0;1,64;0,00;0,14;0,56;0,62;0,64;0,00;0;14,30
31788;93,2;46,1;15,2;1,266;85,63;12,75;843;0,0;1,96;0,00;0,14;0,41;0,61;0,70;0,00;0;14,60
31867;93,2;46,1;15,6;1,137;77,91;11,75;855;0,0;1,70;0,00;0,14;0,26;0,59;0,74;0,00;0;14,60
31947;93,2;46,1;15,9;1,105;76,05;11,75;876;0,0;1,71;0,00;0,14;0,12;0,57;0,82;0,00;0;14,83
32027;93,2;46,1;15,9;1,015;69,43;10,75;880;0,0;1,72;0,00;0,14;-0,03;0,61;1,00;0,00;0;14,83
32108;93,2;46,1;14,8;1,180;81,39;12,75;887;0,0;1,73;0,00;0,14;-0,18;0,61;1,91;0,00;0;15,04
