Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
15943;84,2;43,9;22,7;1,543;108,52;32,75;1689;5,5;0,00;0,00;0,14;-0,36;1,03;0,98;0,00;0;14,77
16021;84,2;43,9;21,9;1,057;75,37;22,75;1695;2,0;0,00;0,00;0,14;-0,66;0,82;1,00;0,00;0;14,55
16101;84,2;43,9;20,4;0,945;66,64;19,75;1666;1,2;0,00;0,00;0,14;-0,88;0,84;1,09;0,00;0;14,74
16180;84,2;43,9;18,9;0,817;56,72;16,75;1664;0,8;0,00;0,00;0,14;-1,10;0,76;1,02;0,00;0;14,79
16260;84,2;43,9;17,8;0,801;55,79;16,75;1691;0,8;0,00;0,00;0,14;-1,32;0,74;1,02;0,00;0;14,71
16342;84,2;43,9;16,3;0,753;52,56;15,75;1691;0,4;0,00;0,00;0,14;-1,54;0,72;2,03;0,00;0;14,85
16421;84,2;43,9;14,8;0,785;53,07;15,75;1673;0,4;0,00;0,00;0,14;0,94;0,72;4,61;0,00;0;15,10
16501;84,2;43,9;13,7;0,710;47,31;13,75;1642;0,4;0,00;0,00;0,14;1,16;0,66;4,72;0,00;0;15,10
16580;84,2;43,9;12,2;0,732;48,32;13,75;1607;0,4;0,00;0,00;0,14;1,38;0,66;4,76;0,00;0;15,02
16661;84,2;43,9;11,1;0,657;42,98;12,75;1679;0,4;0,00;0,00;0,14;1,60;0,62;1,78;0,00;0;14,77
16741;84,2;43,9;9,6;0,689;46,46;13,75;1672;0,4;0,00;0,00;0,14;0,17;0,64;0,94;0,00;0;14,77
16820;84,2;43,9;8,5;0,716;48,07;13,75;1617;0,4;3,82;0,00;0,14;-0,05;0,70;0,76;0,00;0;14,19
16900;84,2;43,9;8,9;0,689;46,71;13,75;1665;0,4;3,51;0,00;0,14;-0,27;0,70;0,70;0,00;0;14,19
16981;84,2;43,9;8,5;0,710;47,90;13,75;1623;0,4;3,21;0,00;0,14;-0,49;0,66;0,72;0,00;0;13,98
17061;84,2;43,9;8,1;0,673;45,02;12,75;1602;0,4;3,14;0,00;0,14;-0,71;0,61;0,94;0,00;0;13,98
17141;84,2;43,9;7,7;0,721;47,65;13,75;1631;0,4;2,83;0,00;0,14;1,63;0,68;4,61;0,00;0;15,67
17222;84,2;43,9;8,9;0,737;48,92;13,75;1589;0,4;2,53;0,00;0,14;1,84;0,66;4,74;0,00;0;15,67
17301;84,2;43,9;8,1;0,721;47,73;13,75;1627;0,4;2,23;0,00;0,14;2,06;0,68;4,76;0,00;0;15,99
17383;84,2;43,9;8,1;0,700;45,78;12,75;1576;0,4;2,38;0,00;0,14;2,28;0,64;4,80;0,00;0;15,99
17462;84,2;43,9;8,9;0,742;48,66;13,75;1597;0,4;2,11;0,00;0,14;2,50;0,68;4,80;0,00;0;18,62
17540;84,2;43,9;8,9;0,790;52,14;14,75;1596;0,4;1,81;0,00;0,14;2,72;0,68;4,82;0,00;0;18,62
17620;84,2;43,9;8,1;0,764;49,85;13,75;1560;0,4;1,51;0,00;0,14;2,94;0,68;4,84;0,00;0;18,77
17701;84,2;43,9;8,9;0,710;46,21;12,75;1563;0,4;1,21;0,00;0,14;3,16;0,62;4,84;0,00;0;18,77
17780;84,2;43,9;8,1;0,710;46,04;12,75;1569;0,4;0,90;0,00;0,14;3,38;0,64;4,84;0,00;0;18,98
17860;84,2;43,9;9,2;0,780;50,70;13,75;1532;0,4;2,87;0,00;0,14;3,60;0,68;4,84;0,00;0;18,98
17940;84,2;43,9;8,9;0,758;49,09;13,75;1584;0,4;2,57;0,00;0,14;3,82;0,68;4,86;0,00;0;17,46
18022;84,2;43,9;9,2;0,785;51,21;13,75;1519;0,4;2,68;0,00;0,14;4,04;0,66;4,84;0,00;0;17,46
18101;84,2;43,9;9,2;0,780;50,44;13,75;1542;0,4;2,38;0,00;0,14;4,26;0,64;4,84;0,00;0;16,30
18180;84,2;43,9;8,9;0,737;47,14;12,75;1530;0,4;2,07;0,00;0,14;4,48;0,66;4,86;0,00;0;16,30
18261;84,2;43,9;10,0;0,801;51,89;13,75;1499;0,4;1,77;0,00;0,14;4,70;0,66;4,86;0,00;0;16,16
18341;84,2;43,9;9,6;0,785;50,61;13,75;1536;0,4;1,47;0,00;0,14;4,92;0,64;4,86;0,00;0;16,16
18420;84,2;43,9;9,6;0,758;48,49;12,75;1487;0,4;1,17;0,00;0,14;5,14;0,62;4,86;0,00;0;15,42
18501;84,2;43,9;8,9;0,700;44,42;11,75;1499;0,4;1,17;0,00;0,14;5,36;0,59;4,84;0,00;0;15,42
18580;84,2;43,9;8,1;0,705;44,59;11,75;1495;0,4;1,17;0,00;0,14;5,58;0,62;4,84;0,00;0;15,49
18661;84,2;43,9;9,2;0,780;49,43;12,75;1461;0,4;2,04;0,00;0,14;5,80;0,64;4,86;0,00;0;15,49
18742;84,2;43,9;9,6;0,764;48,32;12,75;1493;0,4;1,74;0,00;0,14;6,02;0,66;4,86;0,00;0;15,61
18821;84,2;43,9;10,0;0,828;52,73;13,75;1475;0,4;1,43;0,00;0,14;6,24;0,68;4,86;0,00;0;15,64
18900;84,2;43,9;10,3;0,790;50,19;12,75;1437;0,4;1,13;0,00;0,14;6,46;0,62;4,86;0,00;0;16,01
18980;84,2;43,9;9,2;0,721;45,19;11,75;1475;0,4;0,83;0,00;0,14;6,68;0,64;4,86;0,00;0;17,11
19061;84,2;43,9;10,0;0,796;50,36;12,75;1432;0,4;0,52;0,00;0,14;6,90;0,66;4,86;0,00;0;17,60
19140;84,2;43,9;10,7;0,849;54,00;13,75;1439;0,8;2,19;0,00;0,14;7,12;0,66;4,86;0,00;0;17,88
19222;84,2;43,9;10,0;0,897;57,31;14,75;1454;1,2;1,88;0,00;0,14;7,34;0,70;4,86;0,00;0;17,79
19300;84,2;43,9;11,1;0,983;62,65;15,75;1418;1,2;1,70;0,00;0,14;7,56;0,76;4,86;0,00;0;17,48
19381;84,2;43,9;8,9;0,972;61,97;15,75;1434;1,6;0,86;0,00;0,14;7,78;0,74;4,86;0,00;0;17,10
19462;84,2;44,6;8,9;0,929;59,01;14,75;1412;2,0;0,00;0,00;0,14;8,00;0,74;4,86;0,00;0;16,67
19540;84,2;44,6;10,0;0,876;55,11;13,75;1410;2,0;0,00;0,00;0,14;8,22;0,68;4,86;0,00;0;16,61
19620;84,2;44,6;11,1;0,870;54,94;13,75;1414;2,0;0,00;0,00;0,14;8,44;0,68;4,86;0,00;0;16,57
19701;84,2;44,6;12,2;0,940;59,26;14,75;1406;2,0;0,00;0,00;0,14;8,66;0,66;4,86;0,00;0;16,11
19781;84,2;44,6;13,3;0,999;63,33;15,75;1402;2,0;0,00;0,00;0,14;8,88;0,72;4,86;0,00;0;15,42
19862;84,2;44,6;14,4;1,020;63,92;15,75;1390;2,0;0,00;0,00;0,14;9,10;0,74;4,86;0,00;0;15,16
19941;84,2;44,6;15,6;0,945;59,18;14,75;1407;2,0;0,00;0,00;0,14;9,32;0,66;4,86;0,00;0;14,92
20022;84,2;44,6;15,9;0,902;56,04;13,75;1386;2,0;0,00;0,00;0,14;9,54;0,68;4,86;0,00;0;15,08
20101;84,2;44,6;15,6;0,940;58,24;13,75;1335;2,0;0,00;0,00;0,14;9,76;0,72;4,86;0,00;0;15,14
20181;84,2;44,6;16,7;0,945;59,01;14,75;1412;2,0;0,00;0,00;0,14;9,97;0,70;4,86;0,00;0;15,14
20261;84,2;44,6;16,3;0,961;59,60;14,75;1398;2,0;0,00;0,00;0,14;10,19;0,74;4,86;0,00;0;15,16
20340;84,2;44,6;15,9;0,924;56,80;13,75;1368;2,0;0,00;0,00;0,14;10,41;0,68;4,86;0,00;0;15,16
20421;84,2;44,6;15,9;0,940;57,57;13,75;1350;2,0;0,00;0,00;0,14;10,63;0,70;4,86;0,00;0;15,42
20501;84,2;44,6;15,6;0,956;58,84;13,75;1322;2,0;0,00;0,00;0,14;10,85;0,68;4,86;0,00;0;15,42
20581;84,2;44,6;16,3;0,988;60,87;14,75;1369;2,0;0,00;0,00;0,14;11,07;0,68;4,86;0,00;0;15,24
20661;84,2;44,6;15,9;0,983;60,53;14,75;1376;2,0;0,00;0,00;0,14;11,29;0,72;4,86;0,00;0;15,24
20740;84,2;44,6;16,7;1,063;65,79;15,75;1350;2,0;0,00;0,00;0,14;11,51;0,72;4,86;0,00;0;14,94
20821;84,2;44,6;15,9;0,951;57,99;13,75;1341;2,0;0,00;0,00;0,14;11,73;0,70;4,86;0,00;0;14,94
20900;84,2;44,6;15,9;1,095;67,23;15,75;1322;2,0;0,00;0,00;0,14;11,95;0,72;4,80;0,00;0;14,77
20981;84,2;44,6;15,6;0,967;58,92;13,75;1320;2,0;0,00;0,00;0,14;12,17;0,66;4,29;0,00;0;14,77
21060;84,2;44,6;15,6;0,961;57,99;13,75;1340;2,0;0,00;0,00;0,14;12,39;0,70;2,71;0,00;0;14,76
21140;84,2;44,6;15,9;1,020;62,82;14,75;1326;2,0;0,00;0,00;0,14;11,36;0,70;1,42;0,00;0;14,76
21221;84,2;44,6;15,6;1,025;63,16;14,75;1318;2,0;0,00;0,00;0,14;11,14;0,74;1,03;0,00;0;14,58
21301;84,2;44,6;15,9;1,015;62,82;14,75;1325;2,0;0,00;0,00;0,14;10,92;0,68;0,84;0,00;0;14,58
21382;84,2;44,6;15,6;1,084;67,48;15,75;1316;2,0;0,00;0,00;0,14;10,70;0,70;0,76;0,00;0;14,38
21459;84,2;44,6;15,6;1,084;67,74;15,75;1312;2,0;0,00;0,00;0,14;10,48;0,72;0,74;0,00;0;14,38
21541;84,2;44,6;15,2;0,967;59,43;13,75;1308;2,0;0,00;0,00;0,14;10,26;0,64;0,72;0,00;0;14,39
21621;84,2;44,6;15,6;0,951;59,01;13,75;1318;2,0;0,00;0,00;0,14;10,04;0,70;0,70;0,00;0;14,39
21701;84,2;44,6;15,2;0,972;60,28;13,75;1289;2,0;0,00;0,00;0,14;9,82;0,70;0,70;0,00;0;14,39
21781;84,2;44,6;15,6;1,009;63,25;14,75;1316;2,0;0,00;0,00;0,14;9,60;0,68;0,68;0,00;0;14,39
21860;84,2;44,6;15,6;1,009;63,25;14,75;1316;2,0;0,00;0,00;0,14;9,38;0,70;0,68;0,00;0;14,42
21941;84,2;44,6;15,6;1,020;63,92;14,75;1303;2,0;0,00;0,00;0,14;9,16;0,70;0,76;0,00;0;14,42
22020;84,2;44,6;15,9;1,079;68,50;15,75;1297;2,0;0,00;0,00;0,14;8,94;0,72;0,84;0,00;0;14,82
22101;84,2;44,6;15,9;1,079;68,59;15,75;1296;2,0;0,00;0,00;0,14;8,72;0,72;0,90;0,00;0;14,82
22180;84,2;44,6;15,6;1,015;64,18;14,75;1297;2,0;0,00;0,00;0,14;8,50;0,72;1,02;0,00;0;14,83
22259;84,2;44,6;15,9;1,137;72,74;16,75;1298;2,0;0,00;0,00;0,14;8,28;0,74;1,03;0,00;0;14,79
22340;84,2;44,6;15,6;1,009;64,18;14,75;1298;2,0;0,00;0,00;0,14;8,06;0,68;0,86;0,00;0;14,86
22421;84,2;44,6;15,6;1,015;64,26;14,75;1296;2,0;0,00;0,00;0,14;7,84;0,66;0,74;0,00;0;14,74
22502;84,2;44,6;15,2;1,015;64,86;14,75;1284;2,0;0,00;0,00;0,14;7,62;0,72;0,68;0,00;0;14,52
22581;84,2;44,6;15,2;0,956;60,87;13,75;1277;2,0;0,00;0,00;0,14;7,40;0,66;0,64;0,00;0;14,30
22660;84,2;44,6;15,2;1,025;65,45;14,75;1273;2,0;0,00;0,00;0,14;7,18;0,70;0,62;0,00;0;14,26
22740;84,2;44,6;15,2;0,956;61,30;13,75;1268;2,0;0,00;0,00;0,14;6,96;0,68;0,61;0,00;0;14,07
22820;84,2;44,6;14,8;1,025;66,21;14,75;1258;2,0;0,00;0,00;0,14;6,74;0,70;0,61;0,00;0;14,04
22900;84,2;44,6;15,6;1,063;69,01;15,75;1288;2,0;0,00;0,00;0,14;6,52;0,72;0,62;0,00;0;14,10
22982;84,2;44,6;15,2;0,940;60,53;13,75;1284;2,0;0,00;0,00;0,14;6,31;0,66;0,64;0,00;0;14,21
23060;84,2;44,6;15,2;0,940;60,53;13,75;1285;2,0;0,00;0,00;0,14;6,09;0,70;0,66;0,00;0;14,33
23141;84,2;44,6;15,2;1,009;65,62;14,75;1270;2,0;0,00;0,00;0,14;5,87;0,68;0,76;0,00;0;14,54
23220;84,2;44,6;15,2;1,015;65,96;14,75;1262;2,0;0,00;0,00;0,14;5,65;0,72;1,03;0,00;0;14,77
23302;84,2;44,6;15,2;1,079;70,88;15,75;1253;2,0;0,00;0,00;0,14;5,43;0,70;2,17;0,00;0;14,92
23380;84,2;44,6;14,8;0,977;61,97;13,75;1254;2,0;0,00;0,00;0,14;7,98;0,68;3,49;0,00;0;14,99
23460;84,2;44,6;14,8;0,993;62,57;13,75;1242;2,0;0,00;0,00;0,14;8,20;0,68;4,37;0,00;0;14,99
23539;84,2;44,6;14,8;1,068;67,65;14,75;1231;2,0;0,00;0,00;0,14;8,42;0,68;4,65;0,00;0;14,99
23620;84,2;44,6;15,2;1,036;65,45;14,75;1273;2,0;0,00;0,00;0,14;8,64;0,68;4,68;0,00;0;14,99
23702;84,2;44,6;14,4;0,897;56,12;12,75;1286;1,2;0,00;0,00;0,14;8,86;0,64;4,72;0,00;0;15,02
23781;84,2;44,6;13,7;1,047;65,96;14,75;1263;1,2;0,49;0,00;0,14;9,08;0,70;4,72;0,00;0;15,02
23862;84,2;44,6;12,6;1,009;63,16;13,75;1230;1,2;0,19;0,00;0,14;9,30;0,62;4,74;0,00;0;14,98
23942;84,2;44,6;11,5;0,951;59,01;12,75;1223;1,2;-0,11;0,00;0,14;9,52;0,64;4,74;0,00;0;14,98
24020;84,2;44,6;10,7;0,977;60,79;12,75;1187;0,8;2,87;0,00;0,14;9,73;0,64;4,22;0,00;0;14,82
24100;84,2;44,6;10,0;1,057;66,13;14,75;1260;0,8;2,57;0,00;0,14;9,93;0,68;1,82;0,00;0;14,82
24179;84,2;44,6;8,9;0,908;56,72;12,75;1273;0,8;2,26;0,00;0,14;8,71;0,64;1,21;0,00;0;14,70
24260;84,2;44,6;7,7;0,993;62,57;13,75;1243;0,8;1,96;0,00;0,14;8,49;0,66;0,96;0,00;0;14,70
24340;84,2;44,6;8,1;1,036;65,28;13,75;1191;0,8;3,14;0,00;0,14;8,28;0,66;0,86;0,00;0;14,70
24421;84,2;44,6;8,9;1,105;70,37;14,75;1183;0,8;2,83;0,00;0,14;8,10;0,66;0,76;0,00;0;14,70
24500;84,2;44,6;8,1;0,977;61,89;13,75;1256;0,8;2,53;0,00;0,14;7,89;0,66;0,70;0,00;0;14,52
24579;84,2;44,6;5,5;0,999;63,50;13,75;1224;0,8;1,06;0,00;0,14;7,67;0,66;0,70;0,00;0;14,52
24663;84,2;44,6;5,5;0,967;61,55;12,75;1173;0,8;2,18;0,00;0,14;7,46;0,64;0,68;0,00;0;14,45
24741;84,2;44,6;5,5;1,004;64,26;13,75;1210;0,8;1,79;0,00;0,14;7,27;0,64;0,62;0,00;0;14,45
24821;84,2;44,6;5,5;0,999;63,84;13,75;1218;0,8;1,40;0,00;0,14;7,05;0,66;0,61;0,00;0;13,99
24901;84,2;44,6;5,5;0,951;60,62;12,75;1191;0,8;1,04;0,00;0,14;6,85;0,66;0,59;0,00;0;13,99
24980;84,2;44,6;5,5;0,876;55,70;11,75;1197;0,8;0,62;0,00;0,14;6,67;0,61;0,59;0,00;0;14,11
25062;84,2;44,6;5,9;0,961;61,30;12,75;1178;0,4;0,27;0,00;0,14;6,49;0,64;0,59;0,00;0;14,11
25140;84,2;44,6;5,9;0,822;52,05;10,75;1173;0,4;-0,11;0,00;0,14;6,30;0,59;0,59;0,00;0;14,16
25220;84,2;44,6;5,5;0,806;51,21;10,75;1193;0,4;-0,53;0,00;0,14;6,10;0,57;0,59;0,00;0;14,16
25300;84,2;44,6;6,2;0,977;62,91;12,75;1147;0,4;0,17;0,00;0,14;5,92;0,64;0,59;0,00;0;14,29
25382;84,2;44,6;5,5;0,876;55,95;11,75;1191;0,4;-0,53;0,00;0,14;5,73;0,59;0,62;0,00;0;14,29
25460;84,2;45,4;5,9;0,956;61,97;12,75;1165;0,4;-0,66;0,00;0,14;5,55;0,62;0,70;0,00;0;14,46
25543;84,2;45,4;7,0;0,849;54,26;10,75;1125;0,4;-0,39;0,00;0,14;5,37;0,57;0,78;0,00;0;14,86
25622;84,2;45,4;6,2;0,817;52,22;10,75;1170;0,4;-0,80;0,00;0,14;5,19;0,59;1,62;0,00;0;14,95
25700;84,2;45,4;7,0;0,934;59,26;11,75;1124;0,4;-0,85;0,00;0,14;7,49;0,62;4,04;0,00;0;15,05
25780;84,2;45,4;6,6;0,849;53,07;10,75;1150;0,4;-0,94;0,00;0,14;7,64;0,57;4,35;0,00;0;15,08
25860;84,2;45,4;7,4;0,951;59,77;11,75;1115;0,4;-1,00;0,00;0,14;7,79;0,62;2,54;0,00;0;14,89
25941;84,2;45,4;7,7;0,956;60,62;11,75;1099;0,4;-0,73;0,00;0,14;7,43;0,61;0,82;0,00;0;14,82
26020;84,2;45,4;6,6;0,918;58,16;11,75;1146;0,4;-1,13;0,00;0,14;7,29;0,59;0,70;0,00;0;14,51
26100;84,2;45,4;7,7;0,892;56,38;10,75;1083;0,4;-0,88;0,00;0,14;7,14;0,59;0,68;0,00;0;14,45
26181;84,2;45,4;8,5;0,897;56,97;10,75;1072;0,4;-1,21;0,00;0,14;6,99;0,59;0,66;0,00;0;14,49
26260;84,2;45,4;7,4;0,929;59,18;11,75;1126;0,4;-1,30;0,00;0,14;6,85;0,59;0,66;0,00;0;14,48
26340;84,2;45,4;8,5;0,908;57,90;10,75;1055;0,4;-1,04;0,00;0,14;6,70;0,59;0,64;0,00;0;14,67
26422;84,2;45,4;8,1;0,881;56,21;10,75;1086;0,4;-1,39;0,00;0,14;6,56;0,57;0,62;0,00;0;14,46
26500;84,2;45,4;8,1;0,812;51,38;9,75;1081;0,4;-1,48;0,00;0,14;6,41;0,57;0,70;0,00;0;14,58
26580;84,2;45,4;10,0;0,924;59,35;10,75;1029;0,4;-0,90;0,00;0,14;6,26;0,57;0,78;0,00;0;14,73
26660;84,2;45,4;8,1;0,886;56,29;10,75;1085;0,4;-1,58;0,00;0,14;6,92;0,59;3,94;0,00;0;14,91
26742;84,2;45,4;11,1;0,945;60,19;10,75;1015;0,4;-1,31;0,00;0,14;7,07;0,59;4,57;0,00;0;15,23
26820;84,2;45,4;8,5;0,902;57,31;10,75;1065;0,4;-1,35;0,00;0,14;7,22;0,59;4,65;0,00;0;15,44
26900;84,2;45,4;8,5;0,902;57,31;10,75;1066;0,4;-1,72;0,00;0,14;7,36;0,59;4,68;0,00;0;15,44
26981;84,2;45,4;12,2;0,951;60,53;10,75;1009;0,4;-1,14;0,00;0,14;7,51;0,61;4,72;0,00;0;15,55
27061;84,2;45,4;10,0;0,972;61,47;10,75;994;0,4;-0,83;0,00;0,14;7,66;0,59;4,76;0,00;0;15,55
27140;84,2;45,4;8,5;0,913;57,57;10,75;1061;0,4;-1,81;0,00;0,14;7,80;0,59;4,78;0,00;0;15,99
27221;84,2;45,4;9,6;1,036;65,70;11,75;1014;0,4;-1,55;0,00;0,14;7,95;0,61;4,78;0,00;0;15,99
27301;84,2;45,4;11,1;1,015;64,43;10,75;948;0,4;-1,28;0,00;0,14;8,10;0,57;4,80;0,00;0;15,82
27380;84,2;45,4;9,2;0,940;59,18;10,75;1032;0,4;-1,63;0,00;0,14;8,24;0,55;4,80;0,00;0;15,82
27461;84,2;45,4;9,6;0,881;55,11;9,75;1008;0,4;-1,69;0,00;0,14;8,39;0,55;4,80;0,00;0;15,45
27540;84,2;45,4;11,5;0,940;58,67;9,75;946;0,4;-1,41;0,00;0,14;8,54;0,55;4,80;0,00;0;15,45
27619;84,2;45,4;10,7;0,999;62,82;10,75;972;0,4;-1,44;0,00;0,14;8,68;0,57;4,80;0,00;0;15,02
27699;84,2;45,4;9,6;1,127;71,47;12,75;1010;0,4;-1,81;0,00;0,14;8,83;0,62;2,71;0,00;0;15,02
27779;84,2;45,4;11,1;0,918;57,57;9,75;964;0,4;-1,84;0,00;0,14;8,48;0,57;1,02;0,00;0;14,55
27861;84,2;45,4;12,6;1,036;65,37;10,75;934;0,4;-1,56;0,00;0,14;8,33;0,57;0,80;0,00;0;14,55
27941;84,2;45,4;14,4;1,063;67,23;10,75;909;0,4;-1,58;0,00;0,14;8,18;0,55;0,80;0,00;0;14,55
28021;84,2;45,4;10,7;0,929;58,58;9,75;948;0,4;-1,60;0,00;0,14;8,04;0,57;0,88;0,00;0;14,55
28100;84,2;45,4;11,8;1,020;64,86;10,75;942;0,4;-1,64;0,00;0,14;7,89;0,57;1,02;0,00;0;14,73
28181;84,2;45,4;13,7;1,047;66,55;10,75;918;0,4;-1,66;0,00;0,14;7,74;0,59;0,94;0,00;0;14,73
28260;84,2;45,4;13,3;0,951;60,28;9,75;921;0,4;-1,68;0,00;0,14;7,60;0,55;0,76;0,00;0;14,70
28340;84,2;45,4;13,3;1,121;72,15;11,75;924;0,4;-1,72;0,00;0,14;7,45;0,61;0,66;0,00;0;14,70
28421;84,2;45,4;14,1;1,047;67,15;10,75;910;0,4;-1,73;0,00;0,14;7,30;0,61;0,62;0,00;0;14,36
28502;84,2;45,4;14,4;1,047;67,15;10,75;910;0,4;-1,75;0,00;0,14;7,16;0,59;0,59;0,00;0;14,36
28580;84,2;45,4;14,8;0,967;61,55;9,75;902;0,4;-1,75;0,00;0,14;7,01;0,57;0,57;0,00;0;14,16
28660;84,2;45,4;14,8;1,047;67,57;10,75;904;1,6;-1,76;0,00;0,14;6,87;0,61;0,57;0,00;0;14,16
28740;84,2;45,4;4,0;1,458;93,51;14,75;891;2,4;-0,70;0,00;0,14;6,72;0,70;0,55;0,00;0;14,04
28819;84,2;45,4;4,0;1,570;100,63;15,75;883;3,1;0,00;0,00;0,14;6,57;0,76;0,55;0,00;0;14,04
28900;84,2;45,4;4,7;1,517;97,58;15,75;911;3,1;0,00;0,00;0,14;6,41;0,74;0,55;0,00;0;13,95
28980;84,2;45,4;5,5;1,874;120,47;19,75;922;3,1;0,00;0,00;0,14;6,22;0,78;0,55;0,00;0;13,88
29061;84,2;45,4;6,2;1,666;107,25;17,75;932;3,1;0,00;0,00;0,14;6,04;0,76;0,55;0,00;0;13,86
29141;84,2;45,4;7,0;1,858;119,54;18,75;883;3,1;0,00;0,00;0,14;5,86;0,78;0,55;0,00;0;13,91
29220;84,2;45,4;7,7;1,981;127,51;19,75;871;3,1;0,00;0,00;0,14;5,71;0,82;0,55;0,00;0;13,95
29300;84,2;45,4;8,1;1,607;104,19;16,75;906;3,1;0,00;0,00;0,14;5,56;0,72;0,53;0,00;0;13,82
29380;84,2;45,4;8,9;1,527;98,94;15,75;898;3,1;0,00;0,00;0,14;5,38;0,74;0,53;0,00;0;13,60
29460;84,2;46,1;9,6;1,661;107,76;16,75;876;3,1;0,00;0,00;0,14;5,24;0,78;0,51;0,00;0;13,41
29541;84,2;46,1;10,3;1,890;122,76;19,75;905;3,1;0,00;0,00;0,14;5,09;0,80;0,51;0,00;0;13,23
29622;84,2;46,1;11,1;1,618;105,30;16,75;897;3,1;0,00;0,00;0,14;4,91;0,76;0,51;0,00;0;13,19
29699;84,2;46,1;11,8;1,629;105,72;16,75;893;3,1;0,00;0,00;0,14;4,76;0,76;0,51;0,00;0;13,33
29779;84,2;46,1;12,2;1,784;116,06;18,75;909;3,1;0,00;0,00;0,14;4,59;0,78;0,53;0,00;0;13,73
29860;84,2;46,1;12,2;1,671;109,54;17,75;913;3,1;0,00;0,00;0,14;4,41;0,80;0,57;0,00;0;14,11
29939;84,2;46,1;12,2;1,682;110,21;17,75;907;3,1;0,00;0,00;0,14;4,23;0,76;0,57;0,00;0;14,42
30021;84,2;46,1;12,2;1,757;115,30;18,75;915;3,1;0,00;0,00;0,14;4,05;0,82;0,59;0,00;0;14,49
30101;85,0;46,1;12,2;1,666;109,71;17,75;911;3,1;0,00;0,00;0,14;3,86;0,76;0,62;0,00;0;14,58
30180;85,0;46,1;12,2;1,549;102,41;16,75;922;3,1;0,00;0,00;0,14;3,68;0,74;0,66;0,00;0;14,58
30261;85,0;46,1;12,2;1,629;107,50;17,75;930;3,1;0,00;0,00;0,14;3,50;0,80;0,66;0,00;0;14,82
30342;85,0;46,1;12,2;1,549;102,50;16,75;921;3,1;0,00;0,00;0,14;3,31;0,80;0,66;0,00;0;14,82
30420;85,0;46,1;12,2;1,719;113,69;18,75;928;3,1;0,00;0,00;0,14;3,13;0,78;0,64;0,00;0;14,64
30501;85,0;46,1;12,6;1,602;106,57;17,75;938;3,1;0,00;0,00;0,14;2,95;0,76;0,66;0,00;0;14,64
30580;85,0;46,1;12,2;1,506;100,63;16,75;938;3,1;0,00;0,00;0,14;2,76;0,76;0,74;0,00;0;14,77
30659;85,0;46,1;12,2;1,517;101,23;16,75;933;3,1;0,00;0,00;0,14;2,58;0,76;1,09;0,00;0;14,77
30741;85,0;46,1;12,6;1,586;105,89;17,75;944;3,1;0,00;0,00;0,14;2,40;0,80;2,58;0,00;0;15,07
30820;85,0;46,1;12,2;1,527;99,87;16,75;945;3,1;0,00;0,00;0,14;4,92;0,76;4,16;0,00;0;15,07
30900;85,0;46,1;12,2;1,527;99,36;16,75;950;3,1;0,00;0,00;0,14;5,10;0,78;4,47;0,00;0;14,99
30981;85,0;46,1;12,6;1,623;105,47;17,75;948;3,1;0,00;0,00;0,14;5,29;0,74;4,49;0,00;0;14,99
31060;85,0;46,1;12,6;1,719;111,40;18,75;947;3,1;0,00;0,00;0,14;5,47;0,80;4,00;0,00;0;14,80
31140;85,0;46,1;12,6;1,613;104,28;17,75;959;3,1;0,00;0,00;0,14;5,65;0,78;1,52;0,00;0;14,80
31221;85,0;46,1;12,2;1,495;98,34;16,75;960;3,1;0,00;0,00;0,14;4,22;0,74;0,90;0,00;0;14,67
31300;85,0;46,1;12,2;1,404;92,75;15,75;958;3,1;0,00;0,00;0,14;4,04;0,74;0,80;0,00;0;14,67
31381;85,0;46,1;12,6;1,554;102,41;17,75;976;3,1;0,00;0,00;0,14;3,90;0,76;0,70;0,00;0;14,55
31460;85,0;46,1;12,6;1,559;103,09;17,75;970;3,1;0,00;0,00;0,14;3,72;0,78;0,64;0,00;0;14,55
31539;85,0;46,1;12,2;1,474;97,75;16,75;966;3,1;0,00;0,00;0,14;3,54;0,78;0,61;0,00;0;14,21
31620;85,0;46,1;13,0;1,522;101,06;17,75;989;3,1;0,00;0,00;0,14;3,36;0,76;0,61;0,00;0;14,21
31699;85,0;46,1;12,6;1,452;96,56;16,75;978;3,1;0,00;0,00;0,14;3,17;0,76;0,61;0,00;0;14,46
31780;85,0;46,1;12,2;1,367;91,22;15,75;974;3,1;0,00;0,00;0,14;3,01;0,74;0,62;0,00;0;14,46
31861;85,0;46,1;12,6;1,442;96,31;16,75;980;3,1;0,00;0,00;0,14;2,86;0,76;0,62;0,00;0;14,48
31941;85,0;46,1;12,6;1,351;90,55;15,75;981;3,1;0,00;0,00;0,14;2,72;0,72;0,59;0,00;0;14,48
32021;85,0;46,1;12,6;1,340;89,87;15,75;989;3,1;0,00;0,00;0,14;2,57;0,76;0,59;0,00;0;14,27
32100;85,0;46,1;12,6;1,426;95,63;16,75;987;3,1;0,00;0,00;0,14;2,42;0,74;0,59;0,00;0;14,27
