Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
15999;82,0;39,4;23,8;0,796;61,13;33,75;3088;0,0;0,00;0,00;0,14;1,77;1,07;1,97;0,00;0;14,33
16081;82,0;40,1;21,2;0,603;43,24;24,75;3208;0,0;0,00;0,00;0,14;5,00;0,92;4,57;0,00;0;17,11
16160;82,0;40,1;11,5;0,785;55,02;30,75;3128;0,0;0,00;0,00;0,14;0,00;1,00;4,65;0,00;0;17,21
16238;82,0;40,1;9,2;0,689;47,56;26,75;3154;0,0;0,00;0,00;0,14;0,00;0,96;4,70;0,00;0;15,49
16321;82,0;40,1;10,0;0,710;49,51;27,75;3141;0,0;0,00;0,00;0,14;0,00;0,98;4,74;0,00;0;17,32
16399;82,0;40,1;8,9;0,667;46,12;25,75;3129;0,0;0,00;0,00;0,14;0,00;0,96;4,78;0,00;0;20,33
16480;82,0;40,1;10,0;0,710;49,60;27,75;3132;0,0;0,00;0,00;0,14;0,00;0,98;4,80;0,00;0;20,33
16559;82,0;39,4;10,3;0,742;51,80;28,75;3110;0,0;0,00;0,00;0,14;0,00;0,98;4,82;0,00;0;20,33
16638;82,0;39,4;9,2;0,694;48,16;26,75;3115;0,0;0,00;0,00;0,14;0,00;1,00;4,82;0,00;0;20,33
16718;82,0;39,4;10,7;0,764;53,75;29,75;3100;0,0;0,00;0,00;0,14;0,00;1,00;4,84;0,00;0;20,33
16800;82,0;39,4;8,1;0,678;46,63;25,75;3093;0,0;0,00;0,00;0,14;0,00;0,94;4,84;0,00;0;20,33
16879;82,0;39,4;6,6;0,609;41,46;22,75;3082;0,0;0,00;0,00;0,14;0,00;0,86;4,84;0,00;0;20,33
